slot,front_sig,front_signer_site,front_sell_amount_site,front_buy_amount_site,back_sig,back_signer_site,back_sell_amount_site,back_buy_amount_site,front_signer_db,front_sell_amount_db,front_buy_amount_db,back_signer_db,back_sell_amount_db,back_buy_amount_db,status,same_signer,profit,relative_amount_diff,,,,,
377240884,3wAqUVYkeQ4Cr9HExVh67NfinPrQT9xetKuywy8m3AU6zLPxmN23gMWd923zvZAnjbnytCXWB9nPfq5BbHhhSWVo,nan,0,0,4fxDn8BfeuWyP7HQtwsZwUfuTkoZjKi5RcNRySMMJ7sHL35u1RCGTwXg7nftgg5oXKJCBGt15sGYU9fMizPHu6az,nan,0,0,ENF1Ax,16.924637,0.000985054,ENF1Ax,0.00099,16.924637,db_only,TRUE,0,0.00499596,,,,,
377240884,4TWAa2cX6jdJXfdpg8wEALYm3TEBzRSxEH7CKVorTgzWdncpPADWzbY1WZGeH8EHKfD5fxXEKDdq8Y3iy2EicBUL,nan,0,0,2XRa5hbG9R3crhvfFNmtB2yRYGpod5nFBB7jU1skBBgAVYUEkKDGrSAqy49SpzuctNcCHbeuivvg4T7qGYmVaeEz,nan,0,0,HroTtA,0.00099,16.924656,HroTtA,16.92464299,0.000985056,db_only,TRUE,-4.94E-06,7.69E-07,,,,,
377240884,5D8W2c3Tq9F2LzySZQgAW8Xybjy6A5qaTamSLtKkwRnvoLCfod2Bg9CAXK99NzWeRmffKyeyy76oJbRVzoB2Zd8Q,nan,0,0,2uuAfmDrpfxCkkmvZ5q3SAyzrnamKdtu398hVGoQUY6RECdckg2ShXqna61ibF1BAJRaJVfEqHjv1FcA21D3DsEL,nan,0,0,2hgtrN,16.924624,0.000985053,2hgtrN,0.00099,16.92461799,db_only,TRUE,-6.01E-06,0.004996971,,,,,
377240884,5zP4PxtBeNJWs5eCUYHkgpGcu3s4JQAMMrQFdkZ3j4NZRnamQrNs6N2p3J6a1Ru3C57iJ22SkEWtUtRh2y1Y1ZTz,nan,0,0,48kvFqDu5BvUAwUpi4WnzALLPzTs3oA75XRegQ9cv6Lka7QnkxTttKEMnDE2cDXd94dmPBat2Mf3MvgWKxA5AqdJ,nan,0,0,EM1wra,25079.44433,0.354778192,EM1wra,0.342956456,24099.23353,db_only,TRUE,-980.210801,0.033321484,,,,,
377240884,7knXEXoGWzRGd4ZgWsXSobdx87B7yPymYfNU1Y8c1eN7tFJv3kYAtM68YT8qKh7qeA48uALWiBEBueMd6AShjid,nan,0,0,36oJQESGNM5i8obeWT7J8Z3rc8Jr1yJirWw5c6owq5WFUpMY235NVaUCWpfRVF2X7dJ66FEey6FAQB4pjrfsesTt,nan,0,0,DFDvwL,16.924631,0.000985054,DFDvwL,0.00099,16.92462401,db_only,TRUE,-6.99E-06,0.004995959,,,,,
377240996,2k4wtaHwaDJPFQ3wihYe39RDVfysciwdeGgQUaTm2HxUHPVtHeeGzGh1JFZzLrPY5SEv3fun1cwEkpj6Th68Phwm,nan,0,0,33UZtx4doPviQuLGLGem7WfvyJ2ZUuimffHAEt1L1ExtTdTSHUpggqxWUZ5LJ1hnuXxKRCDLz7eaNNx3fZboxeYS,nan,0,0,FxuxrX,16.92464,0.000985057,FxuxrX,0.00099,16.92465901,db_only,TRUE,1.90E-05,0.004992928,,,,,
377240996,4dWJDnCg1H1Yn5MkJjC7octoZwoZtRp7ayg4a8JmMRjyjZ5spXL4WoFXcSP6Jw16Y5d64eTrk8iQ3WeXfwVYwsWK,nan,0,0,39mvAdmwZMNthtMp3q8sKAmHe31UhE1jZARWaSe6eSeS6dr3mahkNALtpWEv8hMUV3j9r4Df41tLkF7NeAPQEyrN,nan,0,0,DpEZnj,16.924647,0.000985056,DpEZnj,0.00099,16.92466599,db_only,TRUE,1.90E-05,0.00499394,,,,,
377240996,59vpp9kpYDGHQxrxrpNnL48HASLDK2gzKeVeANQ25XhQjxSL5gtCsUEwzozTPjesRdwnHytMqd8CsBm8yrvchUBg,nan,0,0,2MamYt6oXbHqoAt6QjvorMbGdqrhHSYjeB1m44heWoMzn5GGkkjUjyaFLAUqR7SAH5RaG7qtkiQfB9mUHC41ahH5,nan,0,0,4HrMiE,16.92465301,0.000985056,4HrMiE,0.00099,16.924628,db_only,TRUE,-2.50E-05,0.00499394,,,,,
377240996,5MNZjfj3aiNAP4uoWVFxxh1HAu4oYKM2yqAAJNsUuks65e2qdHqch78KLdXGj2EGKvWnzN34bJEC9YhE46n4H2QY,nan,0,0,2NNSuBiTLgXe5ue5SNqDZ4eusUEAcRmCb9CZvntCaYTrMHg4qsQXLX7kYB3JMkb1DgWhZ8Pgqy2nsBfm7sHwpRZq,nan,0,0,3rgMhm,16.924659,0.000985057,3rgMhm,0.00099,16.92465299,db_only,TRUE,-6.01E-06,0.00499293,,,,,
377240996,TkusYeRzHrjFsUEfkFUACKfnT4w7BUsnXR3Soi4o9sfKcafj2WjWbWv32GJepkc4ySAvRXc4jH4M47cfJ3npZDp,nan,0,0,4KGRLsBpzeG2Fpu4DrEKGR8XibNFam9AErtCq6P4mNYg3ypACBw8pYQje7W46Cx6UbnqhL4Y9yVa5eXgbQWQjs5t,nan,0,0,2hgtrN,16.92463399,0.000985056,2hgtrN,0.00099,16.924628,db_only,TRUE,-5.99E-06,0.004993939,,,,,
377241004,3hyojBVaCHcadyYM1jpaxS7GZaTMwcV3rRypBKLmEUHYU1Vf5rFDmHVx1d9ESBXWnnDBWxM9EtYQRmDx1Ft5tiMX,nan,0,0,1bJQyACHKBQswtsGnt7D7uTig5Uhhr781wsCuDuMCq8Q4KK6QNarT2GS4TixVTAYX9yU79DwVLPYWbFUtWdCyu4,nan,0,0,HVeANJ,38380.23147,0.716598359,HVeANJ,0.726561154,38908.12672,db_only,TRUE,527.8952531,0.013712259,,,,,
377241004,4STsBuVkLDKUa8BNsz3CPZzZxwy8PGnCTijnxLqjQkAMamf8wMqoQi89oo2p6jc8VbFv6N5ouyjfvPCpafPnuDMS,nan,0,0,64mjH8UBiFeGJM2ZauKGkZChEh5k2qTMgs1SvNow9f34cigT6JnCUXQfMa22xiKNzUEaAe74XWj4nbyB3y2rPwwM,nan,0,0,4HrMiE,16.924628,0.000985056,4HrMiE,0.00099,16.92463399,db_only,TRUE,5.99E-06,0.00499394,,,,,
377241004,4oSwas2XoajYeVkAzVqfQAap3vhfgK9hHFuZeADuvKi16brJyVE9BfSbejgKQVJZuj5WiXLzWPp1vhsTjVhWYoT4,nan,0,0,ECTU41ZhhKw2za1au66CQL1HLEp6vXRV6do4k3nY9SpHWeMiZLitePzpTEcYCo6dtbtPxX4uwi13GPvBpLb6p9M,nan,0,0,DFDvwL,16.92460901,0.000985052,DFDvwL,0.00099,16.92467201,db_only,TRUE,6.30E-05,0.00499798,,,,,
377241004,53qjEnkFbnfqKXJXohCKbcNAw5mvXBd74VDYKMTMnvCBY41M72NcgmzY3ak5dJsizu5Agbzt6YHVAxxcXmfhWsre,nan,0,0,ecNZiFm26ZdVSKwq6qnMsxjkSzchE5YoNf8ZUWwsasGooDPwCbtZ87T6yXqyxQjP2n6SmuromE9VHT4bxgxUE7M,nan,0,0,H5hmtZ,16.924615,0.000985053,H5hmtZ,0.00099,16.924665,db_only,TRUE,5.00E-05,0.004996969,,,,,
377241004,5Zsvfe7gAAEhL6FW3pWAtNZPoTFmrgLdUoRrpp329YhZYzSgyeXqykR24GaFD73YxZvM9WFVzNNuPtwWthqHmiNZ,nan,0,0,wE5vqmsFD8JXUtRjpjVZAa1SbpLxxtAa3AfKrbtZRxBkMeDwPDhiexmVFksioXmt6cTTpGvA7w67eQDuPR8qmQu,nan,0,0,2hgtrN,16.924628,0.000985054,2hgtrN,0.00099,16.92465299,db_only,TRUE,2.50E-05,0.004995959,,,,,
377241004,r4Kaxm4tgtCP3Af8xQMRrkFYVi3Cpu3yboNFHHhwcS891nxjH9YDop9xKRQTFEQE1enomLcPcKWiUpwVTpxPkUQ,nan,0,0,2pXv2SipVLLspVy5bC7qQCuhkozQASmb5riAS2qheEoVuK1L7yo7jePJR1ZigTanwadgXJsDEJ8XaTuTffZtnZkR,nan,0,0,HroTtA,16.92464,0.000985057,HroTtA,0.00099,16.924621,db_only,TRUE,-1.90E-05,0.004992929,,,,,
377241088,2DWrfEDw3evWwQMHGsHVY5PV8TWpkBNgbUqcfYgUtTsxXQunzM1cEYeJzV6zH3G96eRuUagVH9gH7V3AmwCkjKXL,nan,0,0,4jveq67JUuF2tzR6dJWx3TJoPnRH6Zt1WUWuUbaBpJDkxjEoyjBhH6BGYrET1vV5tezVMG2shKxwSW4z6fktGWCK,nan,0,0,AQN4xw,29.67907998,0.000985055,AQN4xw,0.00099,29.67907,db_only,TRUE,-9.98E-06,0.004994949,,,,,
377241088,2K6fhKL2bNL5hv8T141YAMRqUJjHPo92yzTxmXefwJXsnjKov6MJYsrVaeR4CJ63UExAGcZJSR9rwy8pT8vdPGZc,nan,0,0,2rM5n2RrQH5TcZJ4WhMJRwWGLqxkJCuL8m6vbvU1Y2NFCQ78f9smELAAEshkf5FEgevwswNbqjsdGvgDnT1DBhr4,nan,0,0,9Weue6,29.67908001,0.000985056,9Weue6,0.00099,29.67905998,db_only,TRUE,-2.00E-05,0.00499394,,,,,
377241088,2pNSV39vxF26eGGEGiHdtgDQqjryReNL9uLPQXXqcRT3CVxfYxpsp3SguST89Yn6kPSKSATtWCTRiLk79yQFcxCQ,nan,0,0,4jSeHqDLPofsMgSWQ7J7rEvrRVaTufeXbb9t8Yit1GAZAcdqiKVi24AC3gvcoXMursWnPK5MJBhtpdrFyzYVU8eG,nan,0,0,DefjLQ,0.00099,29.67906001,DefjLQ,29.67907998,0.000985056,db_only,TRUE,-4.94E-06,6.73E-07,,,,,
377241088,3Fdj6nLoDV61knHzW4rEDnKgY6PaUU3ESpScXkjE3YvFQmTMd92P6fKP2hqz3YuLYsVNKPZmQg7bEJp9qMKTjVxo,nan,0,0,YcrPXRwMiKdYFNST8SJYpRPwzQjyyU6RQYEQsyH1DeEAQM2uQJm9FKeRVetQHKZz8YJXdkA9cqxZoSsNUqSpWpX,nan,0,0,BqahjD,29.67907003,0.000985055,BqahjD,0.00099,29.67905998,db_only,TRUE,-1.00E-05,0.004994949,,,,,
377241125,5HtaaEXj2B7TEZBo2qEVen1MZBSZrnUmTcmLAn3nr7cUPaMuy2hiWthVdBGm9183yQgUdfevX9A1gE4Nqmmp3bRG,nan,0,0,2zg3scTPZKK5xkaBsGU2MR9NTp2QaDVfrKu4bXzHGqT6L7v7RC3GNLJhzUBZjkhSbbx7fbvBMDhFHufBwj2Lh8Lh,nan,0,0,GPHJq5,20807.37844,3.932362723,GPHJq5,3.937974755,21341.39549,db_only,TRUE,534.017053,0.001425106,,,,,
377241240,21Q6cp2Cf2u6iazW61mnjPCEGg7qXYaQHeuLPZSBG6AtAwid8Y5N6s6z99DVpDMVH4PYG9MyC7tDaKscyDQXyymp,nan,0,0,121bGQ8Djg1yGyf4vZrSXwhi9T3aS9mRYQqxTN4sbRaDoWXsutAqX4SLDFpNKBCnaJMdfbEkJehfGuGj3L8N6gng,nan,0,0,8pnHqU,29.67907998,0.000985055,8pnHqU,0.00099,29.67907003,db_only,TRUE,-9.95E-06,0.004994949,,,,,
377241240,2PGwZCs4bKTCiGyTTzQZRrXTixLoJq4bQntL6Y5kwBwpF7aDATiRkZkBioThApb79kJ7jaPeRkboiSmfBgJtTcoB,nan,0,0,3SQVea4Vf8nfyHcTUcyBpgFJA75XRdb9UwTpbWq96g64B1exPJANCxvSKt7zCw2UraZb12sjUrecL35XC3nJ1S6r,nan,0,0,3rgMhm,16.92464,0.000985055,3rgMhm,0.00099,16.924639,db_only,TRUE,-9.98E-07,0.004994949,,,,,
377241240,2X8SBnY9At3QAfSQPcDgjdisDff7GMCfsg3NHzKAnZh9hZGkf6gAAjby1QX69ajvmKkmsRLXhV1VUVc15q1LSJGf,nan,0,0,5QL7UaAGygAMSoPCyYVr9315HZwtzZErymetSeKLV4fnKjaZkusLyBbZNUnu74VyjDea94UftVuhpiCcUSHfBvJE,nan,0,0,FxuxrX,16.92464601,0.000985058,FxuxrX,0.00099,16.924665,db_only,TRUE,1.90E-05,0.00499192,,,,,
377241240,2nRjNr9KZQRW7UjNQCaKq5xRw1jCc6qSc8VreFNrbH8iZhqUoLSvMSZfJ9ZS63bunYjE5mEDPs9HVUYvXWEvhkPA,nan,0,0,4vzDMThWp2fZgHmnvVCHKsWC3wHJebR7hww9zikdWKhE42g8euvsXz5rhkgCh568Drp4U5bsxv1vyUEbis8jU1pj,nan,0,0,HroTtA,16.92462701,0.000985055,HroTtA,0.00099,16.92462701,db_only,TRUE,0,0.00499495,,,,,
377241240,3NquLW3SEycufuiud9UH8gvW3EaaWreYtj6fsjiguUSu5vDCmUTVPvLGvk1KtPtGnjG4xLgUpnDMkTA2keLcBiT4,nan,0,0,3CcsdkjBA8i4x6FD8xwX6kJirWjHTCaBKS8GZtmduHxKJuwAGNk5AhEQgm6PZy63Hm6SnK4exqendMJZZj6GQZwi,nan,0,0,2QowA1,16.92465201,0.000985055,2QowA1,0.00099,16.924658,db_only,TRUE,5.99E-06,0.004994949,,,,,
377241240,5Vtd8JNqt9M55h2JV6dfdXqiav9pCnyT9fbqy7ubVhCfz38bUanbiha4DpLZhpy25WTKV2T8FhUSu8jSvXWMksNf,nan,0,0,3PHoG1Eu1wiJ3M9qfnnWmZPdzBGpJobi9yy3U5FGZ7KF9HgY4MaUruRgN4UAwvFP39VEFbYrfoBwCCDGvw4f6DwE,nan,0,0,2hgtrN,16.924659,0.000985058,2hgtrN,0.00099,16.924633,db_only,TRUE,-2.60E-05,0.004991919,,,,,
377241244,Bywysy2M6jjcyBv8XpyNu6ZQp265t6vNFAiz4cgAEXc3FLmzLjKje1YPQPSAfj5n1c6zfkc4o6id5X1yZEANPXi,nan,0,0,2jjL2F8yXdN8qWMS6hs72LKNbcwgt4d11xdfFDBSRGK8HFQHGxc8r5fnc5xvpaBr71ULPn9N7puPxqxEjkdva4qA,nan,0,0,3uL22d,8.65070124,1600.026424,FgB1v2,1600.000915,8.650185619,db_only,FALSE,-0.000515621,1.59E-05,,,,,
377241312,2VgyNZ6pRQsYyN2R2m7WHKxLe5e7qqjvPM2e3VaXNmNtQAVvp8VQtVoXijmrhM7nS1XVfBKCbsNt6UwCKdTuQQD2,nan,0,0,66AfrTrhj7YqUpooE5cxsBYoGMr6gGcf42JDAxT3MmxTqCNDYS8P1nYPY8UrTgxhaA37cZgu4cMXdQ7Ma18p2XuD,nan,0,0,BqahjD,29.67394,0.000985055,BqahjD,0.00099,29.67395002,db_only,TRUE,1.00E-05,0.00499495,,,,,
377241312,2eyTdLdzA4NWsAjR2Mwf1eWHo2mT1Zkprd6awGyDSU7m9iwhucLV9YDdc62cJXF4TDCS3Q6eELHoTVFvmhUXTh3e,nan,0,0,4CgLFG7f8fXijfpZGrXNmhamaSkZL4W6w3EnbGgbwTm9Wke7KmhKooavdS2Kzo68VaGU3QHQKwHbEZ4ahoVyjz59,nan,0,0,3rgMhm,16.92464399,0.000985056,3rgMhm,0.00099,16.924631,db_only,TRUE,-1.30E-05,0.004993939,,,,,
377241312,3brz17d6zxJDE6R7W6CgU3gFieA5p2fpbTJYEr1pUiG6YYA2i7HgLudjJrcjyuEDQ87PusSQheEykHtQfuVMWwYh,nan,0,0,2HzgMpaRFcBL2aYvWopjkYSjzspN25TeV7qYMDUFaJnbDDhHZymiFNZZujdWvqV5rMEj9dciRfLG94uPBpNSfCqx,nan,0,0,8pnHqU,29.67394,0.000985055,8pnHqU,0.00099,29.67394,db_only,TRUE,0,0.004994949,,,,,
377241312,3tyozzpsXZy4n72jCTaLRHsnRtDXsLRswnBhs6CiBoYW9iEMp92xydmW2DgeBF6zVsiyYHJ5uZ9pLeYNWUTYpVi3,nan,0,0,2FF7UQzrgMXTcBWAqLGkQpwBoTg5AWim4MDzhfnSPrAYsmAE3nQAhr5ioff83hjeh8b7K4Jr6Wji7mWJcSZc5jeh,nan,0,0,E1FZUX,16.924638,0.000985055,E1FZUX,0.00099,16.924619,db_only,TRUE,-1.90E-05,0.004994949,,,,,
377241312,YJAgtkZFhMMV2ApGLhijgEFkzUuv1AXWemBAEpKhqQozH9sYu9qB6JaX5XmrcCbtPmRUdB46paFxtvMvGbTg8pf,nan,0,0,4ZBhZmqMr5ViW3JvMahmt5ipk286GLXobAEPhy7rCoZL268NQQgHEBTW69vNKJhznZyGZT79jMfxxMarFRxKMYgv,nan,0,0,ENF1Ax,16.92465,0.000985055,ENF1Ax,0.00099,16.92462499,db_only,TRUE,-2.50E-05,0.00499495,,,,,
377241392,32Dqny36VTX2XsZnkRcGri4WJBjK5oyTiQfSHP7W68iPGEQQY8xnqag54yzJ2YfCrW2Cv7hnz8SPGjrfFcQ1EU1F,nan,0,0,3eWKuktqiMuuPRBwUc5KSaWfkTt9oPqhj7cv7XJx587WaQ5FRTsoBecvBgiuW1TKtWGCWNgrCqQJPz3MoE5y3ogf,nan,0,0,cQKz36,1.281824018,65828.89242,cQKz36,64743.94461,1.264835503,db_only,TRUE,-0.016988515,0.016481332,,,,,
377241448,2BQviX3T3RbmmHG3vg1bEGAXUw9HyroxSwbDmbi1mDoabB3CBeGCpWygs2j3DKTpRJi3AAXhVjvQXKQhsc3QbBNS,nan,0,0,e2z55Cax4gFesMTXPfG1oyyCpiw1ok1FCXZWEa7FUDmiGPwfNnpvgkyz7hUJ4yi6jHxQR1azUK3AZrX4hxfrJk6,nan,0,0,HroTtA,16.924628,0.000985055,HroTtA,0.00099,16.924647,db_only,TRUE,1.90E-05,0.00499495,,,,,
377241448,2EFtApjBn7tqvNUfGYEjVq6bjMc9qgCcis4SQvxt6ELwzxy2RFBsQaYZVFTtGp58oQj6koXgUBdrJf5pWryzv2Fe,nan,0,0,3ParbU5tZGbWXFf4Atc4FxXoib5ChsegbgoAZonEf5aRXPnFQEDw1qW756TQrVLTjZwBiSUZt2b3RCRQTeKEo45m,nan,0,0,E6zGpR,16.92463401,0.000985055,E6zGpR,0.00099,16.92464,db_only,TRUE,5.99E-06,0.004994949,,,,,
377241448,3QBgBTBGUj647aZJpmJ6w8gMvn6JCRJ6uKShV7e2SchTciR9PbXBAQidh9MPiXjNcEMzcFKKu6oLjVxYRBTBi1Ks,nan,0,0,4CdQswDaxcsu6TZqNdfKVNWQhLDsGabLWEMqVq3RqEMhXPBBdeiwXdfr2AtXyMLNuX4WUxNg7ZB9K1LcCnA7L6ac,nan,0,0,E1FZUX,16.924615,0.000985055,E1FZUX,0.00099,16.924659,db_only,TRUE,4.40E-05,0.004994949,,,,,
377241448,aA79npZ85Tqjmsgj1i8148xTJ4iwtU6UZxm8jcfWsDVox9oq8uq5Hbs215VbuZhJ6aVBKZcKcyEBEFNNkH64GJH,nan,0,0,32ffCnuQzWzfZjLqTUdiaYAwYeKhQ16kWNrfBJrq3UWxTup4SYmRSsnNCPqVUMaNwiSdt6zai9EieNhUBGcehAxc,nan,0,0,2QowA1,16.924641,0.000985056,2QowA1,0.00099,16.92463399,db_only,TRUE,-7.00E-06,0.00499394,,,,,
377241448,uUSLjgt3vaenjW5xahop51PSk2m5uaemsBogEnwWcrBADnEosCUPuSrnMGzY9dYNVumeXcyj9gav6BYUGv6j1N4,nan,0,0,4Cr6C2kmXmxEjJBkr97Nhnj44FfJ8J7P42ZyekGgL7JFg5b8ndHz7j39LdXbmMM7L7AHgwhfjw82X8eQG8YHURNN,nan,0,0,4HrMiE,16.924622,0.000985056,4HrMiE,0.00099,16.92465301,db_only,TRUE,3.10E-05,0.004993939,,,,,
377241507,RLMbYTvMHBtrRdWuTjCn2daYKDxKpbaqZxYUpHcRNs4KLm1B5HmBQB8Pgdq571Mq3qfAikaLzuoT8bwu3JComX7,nan,0,0,4WabqWxBtTKSfcd2ureBfuKgM8A6S8QpSEU4N1q3oyQQvZCb7FZ3VTGXpMu6g65GDXtxcaniq2QE8ZTjFmLF8hsu,nan,0,0,4GE3AR,32272.03404,0.627814575,4GE3AR,0.651628379,33602.40032,db_only,TRUE,1330.366276,0.036545069,,,,,
377241528,2CsLAiBrDd6rh7iUH47FWScQdEtWwP2mimBGJoH9tPys15WxqqmaGdRMtkWCKPjfywY3feevR6nRSnGDvD6KFZMD,nan,0,0,5Awy9QDu3G3wPVbNUAeMh1HcxAS92cJVnPFWk4GPykcJtVZ8bAFpzkvYgTXzacFnWGFMU54KtYHtuRT3y8rbEY61,nan,0,0,3rgMhm,16.92462,0.000985055,3rgMhm,0.00099,16.924651,db_only,TRUE,3.10E-05,0.004994949,,,,,
377241528,2aq6TSwC4ZP2rPEE1H7LYrdh1Fa9tTi4MkRZHCY4nuuGKiGvpLpW76UWbpDU6ttqfHAkRAbHzTPXBbb1AH5VfgXM,nan,0,0,uVhEzWVEuD92kEbMZfMZrywtyCJmd3HdndNWpiq5J8HFCdAqKRq1GxZNYnHu49y4HKGGJ8zV8izfYHdELUCPs4N,nan,0,0,ENF1Ax,16.924613,0.000985055,ENF1Ax,0.00099,16.92460001,db_only,TRUE,-1.30E-05,0.004994949,,,,,
377241528,3UY9ZKvNH2mjWwNnMoKCLsFsSdCrwgcQSfc3bTrB9hje8n3AhRqckswg1y3iJNw9uBwcAaTJEZD6a6zS1roETbV9,nan,0,0,52PgwAUeMsSp22uToUGsDgwDSQB8PS38idVVTiBTaYbrWY5mbdWy3Yp2iRddkc3Xeydx8N3wB4WSRvKtoi8vABKq,nan,0,0,DpEZnj,16.92464501,0.000985055,DpEZnj,0.00099,16.924632,db_only,TRUE,-1.30E-05,0.00499495,,,,,
377241528,4JZpUkaAN2M1vL3UTinZaZDNrtFqLpQgx9TDDC4Z5cpHrAab1ec6gMf5ajWTCV8DMSQm5Gbuezn7XnK9vrV2hMfB,nan,0,0,a29BLhQTkoBHbqzHZ46DbLJ2jsUByMpxtenVLQD63BC2GfHiiyad4KqGGVQKJ2XHfpD7tG5TVcjDgzbm1JGhz1r,nan,0,0,DFDvwL,16.924632,0.000985055,DFDvwL,0.00099,16.924638,db_only,TRUE,6.01E-06,0.004994949,,,,,
377241528,4M22S978WTg7k77Tm8TQ1YbHcEDMY9uxevitBiMW7QsRmyDBisWQMVQyapC7k4cKigS2ErHheePYSuGga3CKZ7d2,nan,0,0,RuXJ2ZuzHXMoZqzujj9weGXKTQRhkJJZ47JmdkKNFTtWb6kNj5R7rBLS27kvymjMHpBFsGJGdcET2r99o9uJUbb,nan,0,0,8pnHqU,29.70279998,0.000985055,8pnHqU,0.00099,29.70282,db_only,TRUE,2.00E-05,0.004994949,,,,,
377241528,4SLhz6YyLy2Mc1amLx3QztKrzbCaAmE6HCuQd2mX2DSBD7ZsXG4Q8U4eq6BvE8iFZLHHp1nwdnEJBW6zMswiTQko,nan,0,0,5VfSaTaYrM77nUFjP34vVv2HyuqGEnF3fw5sdhGV7877ovf1GwnV5u72ekgX53KLgwi1BwDyUy9cpL5N6pm4p3oK,nan,0,0,E1FZUX,16.92462599,0.000985055,E1FZUX,0.00099,16.92464501,db_only,TRUE,1.90E-05,0.00499495,,,,,
377241528,5LC7FXhxKxHUYyNhCrZFkyvEAbSfUJD8ru9QSVG3WCRf83wsmc3uTkPkzwuMzieDRLv3XgCqeCNzjPGjJWXNpefE,nan,0,0,4CoSmiGCphkMupQqHUpF9wGV2dtg3eSBcbjrdQ7PCjn6hVxjFkZhFErND41rjhdtPphf5kMnSD8dZpTTXcyssNsP,nan,0,0,4HrMiE,16.924613,0.000985055,4HrMiE,0.00099,16.924657,db_only,TRUE,4.40E-05,0.00499495,,,,,
377241584,29PQcXzzE25rpaQ7DbparJUMAiJJv5UXRV6G4wmVEvgqPCmjbMynnf72J5SrdiR8FRjPzQotzBszKUBz6L2DYjp6,nan,0,0,5ETJfCNPH65xwVihETtBaLMJfdQgZrvmeGZNZ2huNufx5FRMMbmyed4ZM36DaqmSbQ43h5mPabFsrbRvZLwRyUsi,nan,0,0,4HrMiE,16.924624,0.000985055,4HrMiE,0.00099,16.92459901,db_only,TRUE,-2.50E-05,0.004994949,,,,,
377241584,2bGrDL5MdXy7BQWLJvNP26ExncbV2bSCXg94ccjxrhVhWqNHtrjbDJcwuYqfxT7mbnKWdKF5yZSFCfPrLDqDZ8u4,nan,0,0,2h293FyxZQyscXzgSrcrqAz26f2WN9o9B55XZmVoGuXVYS8D3b4tnaeqCPnc96ZE86QHwLaezuWJ1WDPyvHZ4z6j,nan,0,0,BqahjD,29.70282,0.000985055,BqahjD,0.00099,29.70279998,db_only,TRUE,-2.00E-05,0.004994949,,,,,
377241584,2cxKw88oWeC9XGWfjKWb4o6gzDf4PsaeLxbPep3XUkfjDEVquktCx5BarQioDki7ZnvLtjxZMpNrGjeoUT5jvsof,nan,0,0,3UjDpy1g7KgcUWV1VLQRrRduYXk9ZtY1KDeiZtzfsSwk23WSZwiKDEh3qS4cLeREvBY9u44WA79n4JRPrXGy9GpX,nan,0,0,HroTtA,16.924631,0.000985055,HroTtA,0.00099,16.924656,db_only,TRUE,2.50E-05,0.004994949,,,,,
377241584,5VQ6BzXf55rCwTEyXgekPG8aYdprSYgH2qYzAecQV1uvNvekYzp7SHsFkPhFsQCDLmEkXfh21fshFD5NLtFD2WmU,nan,0,0,joziFVGeBWEBAcm8okqfXCSVQxbZA8XPKPdNbwF92kEwPMzTzwuVJoVmRpvkSqVuRQWdYby2m8hsA94wMWZXtmQ,nan,0,0,2QowA1,16.924637,0.000985055,2QowA1,0.00099,16.924637,db_only,TRUE,0,0.00499495,,,,,
377241584,MU2GNRqKjtUP61hupvvMUggGhFiy7UgiekkLzWX5pKVkShdbk1rEU6JFeQbSjZEKvVBYr685oKNY7RSAYMWjH8H,nan,0,0,4e3Xw78kjNJPzjyf83ZismRhRwk8FC7iXdqYQpTygCGjAtKfz4JeW5agQiwBycEdyzxGDeGr9QcQqbFrotsbEtCy,nan,0,0,8pnHqU,29.70282,0.000985056,8pnHqU,0.00099,29.70282,db_only,TRUE,0,0.00499394,,,,,
377241644,2hsXgsZxeUd3LFuqMJMuqMveJm9weuHyndSwgduUZCTeU1z6SCJx79xM6kPLYVqc1cR72ETFiEKzaWZYhvRgYPQr,nan,0,0,2dtp289Tb7dv6tZvL3B7Abj1pKqUpQqVVHVejEr9hQRPcLEM1ocmqL6Z5WY8mdTe9DNrS1evmoHhBubvN9VW5Psi,nan,0,0,8pnHqU,29.70280001,0.000985055,8pnHqU,0.00099,29.70280999,db_only,TRUE,9.98E-06,0.00499495,,,,,
377241644,4NyCVwPT8MUgqVHPV9T7ir8MbW89MQSRqKGQ79SpXFoMmPfRtxajUcj9bMuyYiVf6Kd12Qf1Fw1gQj6sQX5d2BCx,nan,0,0,43ur2ottZzXhyFrrjvPaUutiVoVrHGsvbbtoc1DtAt2yQqfPLXZsBUkbbXGHAF19CwW5tizk8A5v9AjygK76YVvg,nan,0,0,6aTU5c,29.70282,0.000985056,6aTU5c,0.00099,29.70282999,db_only,TRUE,9.98E-06,0.004993938,,,,,
377241644,5GBx389MZoXgXVZUefEwvCuzHDBN273TBMN2MbqorBte4yChyQzdKW4WLNsADYQ5RC2T14aiU4g2ngLiu8YiMwou,nan,0,0,39iYhSoBMkmiLFQfep3WtqUFpxdCQQqdQxCR6pxBnFkKVT3xPkjb5sJbUyQJavhaBX1cfwigPp85c5Rh34DnKZRz,nan,0,0,9Weue6,29.70280999,0.000985055,9Weue6,0.00099,29.70281002,db_only,TRUE,2.98E-08,0.00499495,,,,,
