slot,front_sig,front_signer_site,front_sell_amount_site,front_buy_amount_site,back_sig,back_signer_site,back_sell_amount_site,back_buy_amount_site,front_signer_db,front_sell_amount_db,front_buy_amount_db,back_signer_db,back_sell_amount_db,back_buy_amount_db,status,same_signer,profit,relative_amount_diff,,,,,
377263020,66EeKwsP2NsAqfeoMRsSYkT87zYJ3TUZcadukF8Ftqf6bDd3nwxfNhkBdxz6gJFDRbZHMXCGSZLrxuCi8cD2s3cx,nan,0,0,2HNChkLhcrGbCE7tQzrxNEtB8vZVykq11y9Eqdmw4ASqCWqU6QReACN4usjvgcBAMYfSzpUNCgXEHdsuYPDJv81y,nan,0,0,E1FZUX,29.69303,0.000985055,E1FZUX,0.00099,29.69303,db_only,TRUE,0,0.004994949,,,,,
377263020,rJrBfS18gFtgcG5uRqxNbVybpUs7Huogf3CUHx66Dx5prXvPTKyPaFD3MXe7Jx9EyBMc7UcdEs6bu21zqDzYk3V,nan,0,0,X1K5sURmwMx9K9PHdLM9YUxMssLLFBboFuT5DW8D5ELyLMo8r9Wc4VqUdkEEP76eLU4NtDcC4LVQbCWXd6WSUiY,nan,0,0,FaJG1M,29.69300997,0.000985055,FaJG1M,0.00099,29.69301,db_only,TRUE,2.98E-08,0.004994949,,,,,
377263160,4DMRmVkny46MHKnnihmmVJEpjsCf7ngqtuukAgz8NNcyoDtMMQHf6B227mbK9bPnkRFGTFXtVGrYTDYwyej9obYE,nan,0,0,5XjckP1cb47KrGDAiyCe68PC4jtB4cbdKe2GNeNLnn8LCrL6Bg4VbiBBKG3vF9dDs4Ziiw6d5RAMyyWu3VUw1z8r,nan,0,0,BHxpLP,16.825425,0.000985055,BHxpLP,0.00099,16.82544999,db_only,TRUE,2.50E-05,0.004994949,,,,,
377263160,5e5zrvFDvtpqvdgaWh21HumUMeeGP8FLEQAfZiNV5n1FoWoxD2CTsj9FycX2SSspmDCW7YoTz7aTfRwMyMcHv1px,nan,0,0,Qtk6AM417Hb1gFjQt2zaQjRvB6bygAoc2BQYpBeNyLPHH8jFQi95SZvoQaXXosJxtTbjZWEZTjSaFDpqgLB9YUL,nan,0,0,9hdQWE,6612.682791,0.028810249,9hdQWE,0.028918069,187609.2323,db_only,TRUE,180996.5495,0.003728465,,,,,
377263160,5yp4CXtTpR4s3gLSjoWJ2K7saACCNGtvaQhyqed1gcfJ2wcSEcu4qSuwNw9WpjgRGiXPQiQ8D8XHzHqRLq4XMsah,nan,0,0,AqjsdVV7inRmmMhxwZ1pqH43asQjfp3dgmgpMxzdGufYxpL9GqRPH6DjXs2LqBgSvoCiKDifB9knCUFmgie8ixC,nan,0,0,7UdX9Q,29.69303,0.000985055,7UdX9Q,0.00099,29.69303,db_only,TRUE,0,0.00499495,,,,,
377263160,78xerZ9fp7J9rsTwPcJzm8GJyRHtSF1KoWzLAdWBLk4wQuuHnaQa3Gn2L2TuagsuSDd7MHJrH5gp9kqU2uS6a93,nan,0,0,3NHmAYGjThxZRmJ9TgEbL1QcpBqvSq5XHLxsUKdPAFgrxGeaMwoHienyBjKCzXaxP6n8K24UT4KGyoJ8kShiSUP6,nan,0,0,2JnFnF,29.69301999,0.000985055,2JnFnF,0.00099,29.69301999,db_only,TRUE,0,0.004994947,,,,,
377263165,55jZAgNBYNWvXsef8bfwDsFvL3n7KyVHPCfvhMnrehmTJaCFAVfSdxXceT5Gi39NDFmPzmWNPGdqE9YEJrdmqS11,nan,0,0,dDC1ii1C5ZpND6D5LiVAWQuM7keBsBkzEC8dUKdvkeT3vFFLjTWLDGZhCLYmicDgxkCfopT3msaT3Lig7Cg2aDs,nan,0,0,HBmX68,0.00099,29.69301999,HBmX68,29.69303,0.000985057,db_only,TRUE,-4.94E-06,3.37E-07,,,,,
377263165,62y7rHqrsozMCauLgwzWyEd5aMqMq1sd5rtXHQL1vnqYhLKKGNQZabjGvVQYc77g5XwkYUZDxdVWJhbewJRXtFgZ,nan,0,0,5nuJUYNQYRvWiUjuPE37FEf7SSiAZXs9FfUkBin3VQCfyFNeWTrJYvpk1whDxD1gP2GgnZrLPmuFii3Sg8VnfCqS,nan,0,0,CUHaUC,40225.56858,0.560965474,CUHaUC,0.568904374,40603.9861,db_only,TRUE,378.417518,0.013954718,,,,,
377263400,3UcJiTcmjCRXaUMv21Z7LSM7DTGce1Euc7MJPp1xZAf3D4kjgbZbtm7m61n8FUp5pGk2JJR3Zj1VaK7BTB5kmyRg,nan,0,0,34DyoM3bSjRe7KfA5y9KJAwcPqVG1eUJXDpenEQbvktaBgKARAUMVMkLn2qGMafuPY2i1op9CVXsXkAGapcK7W4Q,nan,0,0,4cKeNb,0.495665394,40382.12453,4cKeNb,39767.70533,0.488045951,db_only,TRUE,-0.007619443,0.015215128,,,,,
377263424,2uJhzEkaY62Xh4FhmJfCFjegfXTQdVoZbCsSFk9v1j9744kN1FuzAMSpQUPNWvsLtFvJxqkeb8cmPMSAmAffYY7W,nan,0,0,mSHMDLwoakTSzg37KrCmRpqxLEczEfZ9RDtb1NCAhSReH5Cwkhx1d6K9QNqDL1ZAx4qS9QzL5ZamqgWxRbUzigF,nan,0,0,8wpkA4,0.562194141,38460.37542,8wpkA4,37001.70528,0.542268186,db_only,TRUE,-0.019925955,0.03792657,,,,,
377263522,4amw3o7238hS7JEDoPntgpgJsrTUsU2toTer77MA1yQpQp1JJdF8KBcq1jDhjvf2tj6aT63VXHbeHE7FxDwr6tHc,nan,0,0,DvS3VvEs4LYVCo8hm8zcaA9w6BSUomR6rsFiLscExxy6Xt8N54fyVXazoLGv2m1z2mzmdNaYTh3L1P4FFBenHtW,nan,0,0,8B8TEV,2.301870546,3748.533979,8B8TEV,3602.398556,2.150041094,db_only,TRUE,-0.151829452,0.038984687,,,,,
377263591,5qRSnrkb5Q2YVJZpfEoULRELyrB9we2EMgUyXtUnw1Jz1oR5QKjYW3FhZFgsYFYvV45A1oPGV45wQ6ab4oD25Tn4,nan,0,0,5TWbPRnCaAyKxAwHKWANBtsWR7g5etrSYGWA8jGKM4NKaY5DFXDpBrdQJ2r9xkP2khWMfkSARzDtdiK5uZ1TL6Mm,nan,0,0,ECGygd,0.543752071,43966.89433,ECGygd,43392.29924,0.536558701,db_only,TRUE,-0.00719337,0.013068812,,,,,
377263919,23grb1KMi4V9UFFJWT17NU8XgkdgDLBNzDfkkJwS2kKoYSjr8ZxRbmLwVRFPkkLcBuSfdYNeT3NcgBBEBzAQ5DZd,nan,0,0,4ae41uPDCZveJXg2vbQmS1gWee3JCoSNMgxbBiBHzHUXjkhzMAruAyQHQJH9NHfa9VS51PTWdKkv5S3dY2nK9SKx,nan,0,0,h9RJ4g,0.620885896,21136.14932,h9RJ4g,20348.86289,0.613096668,db_only,TRUE,-0.007789228,0.037248338,,,,,
377263930,5a3JXiR8YHyfJCg1oZH1ALS4hJD5Q2FAhF9g7BUd3LCbxp9tBnKYSmxvrdb7iQWeUuJ5y89UXXoEVcS7YRiskeXM,nan,0,0,5irmjme5S9YC2tgAxyDv85PUq9KvJJbbn85e26vW7GZf1zvgjAbavbDJSh9g6BW94jeyUM3HQJqwJj7wzNBLYKeP,nan,0,0,Hn6PGt,2.927888098,4841.58855,Hn6PGt,4634.282739,2.890863168,db_only,TRUE,-0.03702493,0.042817726,,,,,
377263932,D6xUoqD4jz2tf9VgQPGqQCiqV622BPgcobLLZBiS7bg6BFVbsP1i4s1ZArdCrGiWN7ij8E6mKfwjUg3Lzt2MFKr,nan,0,0,5GwuT68yz4i7aRT311fnbf4TZDBiBAhNTWJ15Cxvemoj448B467DgSdaDByPdV9WzLxfuFCVdMqipSGzUbiPT3Co,nan,0,0,64aPpo,0.002174478,23205.54594,64aPpo,23205.54594,0.002011398,db_only,TRUE,-0.00016308,0,,,,,
377264024,3FwMRzgxAF2wwFq56fJv21HMv9RYDS6E2ekF7irJTQZxNQvzb6jGxKe57ZXn2STH9yFHmvyN6xnm6X162WbLeHyc,nan,0,0,qZXMCsuQR7gMUiRMstTo9jgpD3jm2trsQ8nXPbq91KWgMCzUYoc5HDmBXc5TaPCGhJ7mX39AMSX7quEeALdtuNV,nan,0,0,9DWvnx,16.8257,0.000985055,9DWvnx,0.00099,16.825681,db_only,TRUE,-1.90E-05,0.00499495,,,,,
377264024,4F65mAWvrtHytrp6dbFmyesipGQ4sfTUcyUuZH1hbFLimEws6xz4iUYiphrhvtveBjykFSSCxkBQs2wxynK4Zqex,nan,0,0,3D2EnptfGDrNuus8Q4cYePmfiACyrVVVPVWz4SDrVBjpZzQzvBbkLMyhK4wJBHei9oBRawagtSZQuurszqUa2gXo,nan,0,0,2i7itc,29.75940999,0.000985056,2i7itc,0.00099,29.75939,db_only,TRUE,-2.00E-05,0.00499394,,,,,
377264024,4Uaq3JaXDLq9LXajdRJrghTc9Bgdtf72WaeC6eNLPPRF8kwawEhfixzBFhuMicwiuRV5K2HqWgqxCd5rizqc9qcm,nan,0,0,4HqfWRgXusxwGRT99LPrKAyF4FF1HGit6BJ9SrGJC9PsjsdJU4CW3Ert4eXcY6epuNjbXJkTwNainLo33UbUBhmr,nan,0,0,E6zGpR,0.00099,29.75939003,E6zGpR,29.75942999,0.000985057,db_only,TRUE,-4.94E-06,1.34E-06,,,,,
377264024,4WgduC4BK1sJvUcnGHe42mZQGC1JeY6GiwMK1L8pHCMR1TRDvKnV6NiKDGWmDSXwjekqCDxEy68ZTKHqa8bfrWeC,nan,0,0,3jM6Ea8UUX1kyBGQG4roHjohPMPABfKeE5KY1pwLCB1AKDSCJz4N385S8in7r8uPX7uFPvVejvv929BC3Wu9uuQf,nan,0,0,BqahjD,16.8257,0.000985055,BqahjD,0.00099,16.825693,db_only,TRUE,-7.00E-06,0.00499495,,,,,
377264024,8HuqzY3R1chqmW92i6aaS48fXjaDwKNHhJ9dNwa4K9Vn9tYn5K5i5fDUDbjZ3A7zc43WE59uUYwXEhv5jTqwbEP,nan,0,0,4KaJxZGsDjraptaUsjzssz5zgvCjYkNoz9Es7pcVGjsv4bKH6VpaSAwkQWsm5qZZqrsSmAJ1JV38ozj8RLJoPzQb,nan,0,0,2JnFnF,29.75940001,0.000985056,2JnFnF,0.00099,29.75939,db_only,TRUE,-1.00E-05,0.00499394,,,,,
377264024,Wofefz4oNQJZaowGynGi2PsKFvcJxWVUwNU7iAsg7dQ24gGp8QiR6YNeE8KYXC5Vpe6qysC7BQD7qhN1eFob5B2,nan,0,0,5ZUqQFoW2bN9HyUjePZwGCr9rv37EFnGKaMJApgVbgrHZ2SuwDauY5t6avK99XxLmkxaMqBK7kBubKRzb1hCDvV,nan,0,0,9xVpbD,16.8257,0.000985055,9xVpbD,0.00099,16.8257,db_only,TRUE,0,0.004994949,,,,,
377264053,5GuxFDDX5smiGN2RhukyoWoW5riiLPaUgFN5WjFaLxxkFcD1nqXhrSA5DNcWYPZ7piyCHFn4SGwwraWVz9JrE6ma,nan,0,0,64KppUzkemwwsvtcPJez46ZzzbyP6j8jsEj33s1bbWmrwkAEFmz5LzNsydvBKNT8Nuqp6eTW1KLpDu1uAmhYijwF,nan,0,0,8vFSat,0.209459853,6354354.821,Fj9ovE,6234601.707,0.209914981,db_only,FALSE,0.000455128,0.018845834,,,,,
377264064,3CFfAkoJXqooHQNP8JAVGebAzGDuzTFoFGfuQQuHCofodLZaWmfjrAaj43PFCji6HQ91Q54KWfVSmLAkPp4xoF4g,nan,0,0,3SJgPnUbBo16hRV3uBvxGBJo4pHvHTM6i7g6e8iuHvTYY4rEBN1FAsrotsZMsJxDLD7y82Pw17Rowfxq656iUeG8,nan,0,0,BHxpLP,16.82569201,0.000985054,BHxpLP,0.00099,16.82566701,db_only,TRUE,-2.50E-05,0.004995959,,,,,
377264064,4CYb93dir9aSsDxy4AnqUJzmRuuutuxAZxvVaJ5mawrT3sf6sHGxQMTnMvxVtBMzRC7JCwSmyAzeMZKy8zWZaPyt,nan,0,0,5sVUVvNLYn6SygrZQcDbpZTcCRwf2zcVETtWM3KLT5WNQJqc4PTBRtdStkpvUSSWXTVdxJ7hqnHNeQ4Th5A8PZcU,nan,0,0,BqahjD,16.82568601,0.000985056,BqahjD,0.00099,16.825674,db_only,TRUE,-1.20E-05,0.00499394,,,,,
377264064,4TbprfnbAvA8WVYxvimc7WscQksmxpxv5EFR5uV83HBfVQbqHeyHN9keur4QHavWzWFMiHp8gZCRV9yBZsXkGQaA,nan,0,0,22TWG8ysjw9ZjpEuBcL37QRYQPTTCyUcpnPT47Rb6uqgBzgc4UPqWTiFcb3eVn1KPtpb5KhGaqNs1Tedm11NVu9z,nan,0,0,9xVpbD,0.00099,16.82568599,9xVpbD,16.82569301,0.000985057,db_only,TRUE,-4.94E-06,4.17E-07,,,,,
377264064,4zvvTtSZGQAUhqRr4q3CMC74GTJphWDAFPvNYxQ3om3TrUWdNb6XTRCWbyQvxuKQvYMxVMZ9x7KNUnHYc6rsVAJG,nan,0,0,3Btq6jgNFV94WahbMxcxHg9Lgyjf8P1QsRqCozwwJvUHgwSQ38zvQ4Q6sAQWJha5EuYd9st1STQvHwCNvq3RDb5u,nan,0,0,9Weue6,16.82570499,0.000985056,9Weue6,0.00099,16.82568,db_only,TRUE,-2.50E-05,0.004993939,,,,,
377264064,58bAs4RXRU41nnynsY78KFPqVF8y46RYQwGm4qvwRhHz6Es4oasUpsshFyp1iEzShWFdWkCfZxsSzAJnD742MJEc,nan,0,0,6HYZeZ38qNr1gSqfPdZVUnJByiKdRf5i5NFNAuEDTj3T8a9bMAd32Zty1aZ5TqaBEf3tjm4M3fdMjsabCeKdVBv,nan,0,0,Hy1dee,29.75940999,0.000985055,Hy1dee,0.00099,29.75939,db_only,TRUE,-2.00E-05,0.00499495,,,,,
377264064,dz5nTuAnkGTPieuPG4mJSqR5LzjDMED2e1RUZyTNhNdR2SbBsdVuYdRifqDW8WafqSgK87MfSF7EzMCyFdidahY,nan,0,0,2P79Uu8HeJ2oNVzRFxpcb6XGf2LUetxuWSr2cjou8dwbMMAkTK4u11fyzBGRbKb6L4kkeP1Q1GKpDVyV5K57rtba,nan,0,0,F8TBMb,16.82567999,0.000985053,F8TBMb,0.00099,16.82569899,db_only,TRUE,1.90E-05,0.004996971,,,,,
377264066,24H9MrM5pNgL7LbH2zA2FxzndVvLkJsLuokrLWYMXW8Cxn9uuCPRWRXyjRujFMjZdPTd2boVBJkzfKFS7yHiZLWs,nan,0,0,4NbywwphwKu8s4R4GPUkZDCcaSESSag3W9bKc2q35SJiEWpijhS833WsnJqTmD1nnRg3y4zcMYBK2x2L15HwBLwv,nan,0,0,4cKeNb,0.496433383,37182.11765,4cKeNb,36733.68923,0.490364566,db_only,TRUE,-0.006068817,0.012060325,,,,,
377264144,3yXkTBVVCxd2qwng1ndnp6pHy8ArCg1U5ukzUsdTp2B3L9g87feBnwoYBPH5gVyioWZ9kPhBDZm16qYZvbiK7bM6,nan,0,0,49xcnJaP2iB16bVdjBVrKPa2dgq8uD1h7cEEt8mciAnmY5McUKAbeTGovyggKCzfp74tcbzfiZGL5ZyKow6r1hSM,nan,0,0,AuJU7e,0.349943116,21565.96251,AuJU7e,21216.00334,0.344210146,db_only,TRUE,-0.00573297,0.016227385,,,,,
377264222,5em4MS2bsnkweAMmqRXxfHaS29nU5Q53PUf14WgCA98cMSPdHZSnHwTrxKTyG3BUknCv9iDrpaW8jzVTaM5z5iPT,nan,0,0,2zRzGaNb897g1y1VMt8wXA5ho7oYX2gvJmthSUVU4ohqVvFR1tCqgtESQEJTDX2Xer9Dnm8joodM7nkUHrVUoyoV,nan,0,0,D7aQua,0.612513351,37029.54953,D7aQua,36179.72229,0.598385144,db_only,TRUE,-0.014128207,0.022949975,,,,,
377264271,2JQNWcZy7vHsFd5DmZgoaa5JjwVF4iCoMpDY8CJCa4PH6KZevMa95KX72NCszvj71G9wPSuv8wHT631BdePrpo1g,nan,0,0,zx4p37xMY5FEBDB266THUiKy6QLPMmWpkKgsxKU3e5K3ZUbhqRS8WbjS8Pr77xWza1agLqfsfytZsSNSyWnHvRs,nan,0,0,Ftk5UW,0.437510599,26364.40492,Ftk5UW,26270.04569,0.435870786,db_only,TRUE,-0.001639813,0.003579039,,,,,
377264324,CqDEaVh94SCkmpX85bxg4Vn2f6JKvj2Ns8UgkZBh4Ez6kAJG1zM6FjF9643Ucq21rD5fCiGMt8SSXdsVv5vveVe,nan,0,0,5W3EZSeHPNPxjsZFbZMZk8msFiWXNNeAXnv6mFWs95oCSvo3CQ7VumcVT5k78vZjgVPczfnwGr6qsC6XG31odmdr,nan,0,0,DxmZAW,0.016757001,34861.94394,DxmZAW,34381.31128,0.016493536,db_only,TRUE,-0.000263465,0.013786743,,,,,
377264331,2CbvFNDYZFktBvK8RbiYJuwiTAx6GQYPj38VbK5AqwxKRULbk5coqn4xm17jt4KXksMQPyvhwGwL63wE1dPGzSz2,nan,0,0,tWizjkqx7XK4JbbgkfJC78EKfMJUYUWjKTgyPMi2jSiVay52z1eBzjWCicm2wDLj9kea3i5KGptRjXFWK8hHx52,nan,0,0,GVexSw,0.509619111,37161.14945,GVexSw,36569.65965,0.501429401,db_only,TRUE,-0.00818971,0.015916887,,,,,
377264350,2DfSfMUXfaU6GDhmhsyJ1xLdDNRDv3waHevYn4znNdzDGd9sXRGrbmCVMw2nyRp5YvpViCSsKsuL2xrjExw5VKuN,nan,0,0,4LE7kBjX9yanxXc9cWc9LWyDkSSsXk1kPGMbCWYkcn3QpZvsBt1FybcQBSFPsEHxAwFmUYtFTYd7Rr7jHpFDJP11,nan,0,0,Expq4S,0.592511385,35688.46396,Expq4S,34751.48566,0.576882546,db_only,TRUE,-0.015628839,0.026254374,,,,,
377264393,44VYDUAYfiCKF5oWGQogwxDjbf9Hge17SapzSYEfxLRxA8cvYdRthKrmcNoRJgA6kJjW6hXsbUoVMdxj8pnGChdr,nan,0,0,54S9n7VBZNSm8dh1k5LNRZytSdAMDBpYdhutQZ5z5trnRJw56o7C8g2a4mRWuEcDtP5AbUfphsguTRizMp5mMVE4,nan,0,0,2i7itc,29.75863999,0.000985055,2i7itc,0.00099,29.75866002,db_only,TRUE,2.00E-05,0.004994949,,,,,
377264393,54EJY3uTjp5qetXdDjhHxiK7XjaX5YEwSVYm5qDV7jwPCbXLZUa3Bu3YArKyH5ME12A4T6mU3SqqS6X1RKhGiiww,nan,0,0,vj2csDznRFaYpfVTGMBa9ZEMddg677g5Qn1mGg8j8KwhWBfQfoHtD68nbye6V5WPLmc4ChduN3CNaWqMoNuGMP3,nan,0,0,BHxpLP,16.82569,0.000985056,BHxpLP,0.00099,16.82572201,db_only,TRUE,3.20E-05,0.00499394,,,,,
377264394,4GUvxBYwyqJwBnEkPNKPZbjVdSjvnpUVG5823MKSZfGerdWP3rn3fANbAd4276tqcf4Wfdrp577pwrqGVwQshh65,nan,0,0,5TD9EBhmUQx2SaR1fMzFyAs716oEiwzNhcCZYh4WRRrRETK8adBu6AkM35ToqRtW1rjYnDyEUgjGBYht4BuqvATU,nan,0,0,BqahjD,0.00099,16.825703,BqahjD,16.825697,0.000985059,db_only,TRUE,-4.94E-06,3.56E-07,,,,,
377264404,2bx3GHb9iiSEQ8gHpFzuziEZPnBP7fg4QMbMe3VJmyCoPd6ivEHTrYNNiasxdhLZNGFfYSVN57au4qCCqiJdAxDE,nan,0,0,oK3PUR2XcSmFstq4FqL48RTX8DqiJyugQumvPq9ssy1w63RgCKqZMFuBSs7b9qdTGkDyhjaXdiKSkiSxPVAV8CW,nan,0,0,21a16u,16.82569699,0.00098506,21a16u,0.00099,16.825653,db_only,TRUE,-4.40E-05,0.004989899,,,,,
377264404,dGorHPenpatfKVYrwzb8nHDLKnnAzkrbHy7ZYU2jBzv2VdHFeZct43aZFRm5iQCz1gFYAXQmwtJJCP7qwScYty1,nan,0,0,5Z1wW5ndaC2yUmU3sNAa4Q6pqPgeUsa2Raamny3LQmHYvTQX4cD1XX8NSmdGzwehMe48wqFw6bUYm2JPNM7uoAvP,nan,0,0,HBmX68,29.75865,0.000985057,HBmX68,0.00099,29.75860998,db_only,TRUE,-4.00E-05,0.004992929,,,,,
377264462,3BnbovNcVm2ARrg1VbdVzm7jNhC2jk7xYv9Gu1vqqEeBt7UddRpbYsnLnzjBD9U2fMVFzuhkE4LaRVMqsL65rJX9,nan,0,0,2rhDXdCHWNZVaRuti8CnG2xPFunAu97m9Y6u3JdGkD9jXg2abcrAMXRT7wU3N1XuYEprrgbATjVfi3C8YJFsyPsy,nan,0,0,HekMZr,3.215223958,8433.638246,HekMZr,8046.524527,2.780802099,db_only,TRUE,-0.434421859,0.045901153,,,,,
377264488,3XGBxdb8rbJ8HsCFabdX3378BFnHiZVT4nRjdHVbMq7VWAumTp7Z99TnrE6HWakT1Z25sATiA7cGVXvJFx3t6Nzp,nan,0,0,56UqR6ZY8cPnWQqDgLfKhej2Yz5ToBHYkAaYirmRtYs1kkvTWqkv1Gib116kqyMoVt2qmsoe1XszNtXEsMxprCxL,nan,0,0,FoeoBy,29.75863999,0.000985055,FoeoBy,0.00099,29.75864998,db_only,TRUE,9.98E-06,0.004994949,,,,,
377264488,3reWaq51wuDwE3sf1J9kSEL93mBJCNxkv8NNSSQhvTVg17fJUbviBV4govRbTqWDSEg3j6ssmEToY7Dth5qnBB27,nan,0,0,MEyMFkY7jDhAFba3ux5NWLkZfoHv25YvhDELX8a3sXVfwiw2evTcHoovM9gNLcMTKgY3C7nm14m7T1VfZZMJJk2,nan,0,0,9xVpbD,16.825701,0.000985056,9xVpbD,0.00099,16.82570101,db_only,TRUE,1.49E-08,0.00499394,,,,,
377264488,48j6b3iHjaUXuFHw7mKGeBonUBRfnJFk6bK4V9sHCtBVwznZTbgiNtVckWPT3wHuMCzTX8VQrw1MjU1wv8zSxvRc,nan,0,0,3uhm7svejfSiL4q8ptaeb14TQuEma7vAT3G6HgdYTz4wMXziUCKpDx9e8Xm4FFvyPBNskGHvH68TDMAfWiuiTUZQ,nan,0,0,7UdX9Q,16.825701,0.000985055,7UdX9Q,0.00099,16.825719,db_only,TRUE,1.80E-05,0.004994949,,,,,
377264488,4gncPaKtxWrQWetMVP74qJTgsTLduPnEWbyLjv2yR139pZKAzauUUdVS8fcvqkNP3FuSuhS4hVuFDki9FCmCQy8B,nan,0,0,67C1FQpwawnGsSFDdFN3ydBhFodmPCPtCHDihS76V9Es6SNZWcEh3cMRe6oNrKkiE4hozcQS72Vtmvy4zdBcaNcM,nan,0,0,GuFZbZ,23474.87986,0.388829581,GuFZbZ,0.386797879,23166.68309,db_only,TRUE,-308.1967651,0.005225173,,,,,
377264488,5CYTqc2vRJVGkvTtRZ1yJKpM1TLtAEiUoPvysK2rAXD2XQUpKiQaTK8LxJjzCDCF4Vvns5378QWnpTLFzMM4jGKM,nan,0,0,53nkPa1oU11apEVrCo8L2MjddxhZe8w7vtN32zU7sz5ZWxTsxcEs8ZPX1DDv4xgvM3jaS448nL3EbKMdMp1DKCrH,nan,0,0,Cx99ST,16.825701,0.000985055,Cx99ST,0.00099,16.82571301,db_only,TRUE,1.20E-05,0.00499495,,,,,
377264488,rCzuapcuDRzugLEMrMSk5JQqBcY7mJPea7K7UvLqUsHMngt9rCVLxhsodx6YqVBs2KeTsvmLr4cRMyeqfEpGnfv,nan,0,0,3DHnm4MQPTAPHjUca2HAUKB4PauNu714deNUa3ZYbhC6srV97uk4J4kJNe9Q37sSGZbQhrEsCV9FYMbGK8sY73uR,nan,0,0,2i7itc,29.75863999,0.000985055,2i7itc,0.00099,29.75863999,db_only,TRUE,0,0.00499495,,,,,
377264511,1cBfjs2EYQzK9p3EfYaMn7swLGj4r24SSLdyjuaCPcsRrpskrmUT6nEydweKW3hduQs45H47Xq1c3khu47TjuP9,nan,0,0,29JTFN2gJpth6MVSSJwckWtbWDLHJvG88jyNEGJPRoergtK6ydX6SCa3RcpaESrKFoDbEk6So2LvBGHum7hUqqGs,nan,0,0,GrBCpH,0.130039918,44.630896,GrBCpH,43.278064,0.125604548,db_only,TRUE,-0.00443537,0.030311558,,,,,
377264512,5q33D4H74jgWbHCvoxfgciqwMvoMDt6k9z9Hw5Jg8iG6o8LFrKZB1opbfCBRiMuyXRk59L4EjzWaicpo7izDLz7J,nan,0,0,3ueojvnYeodpDQMZcKUk8ywGhpDs81DRNZCFbVZmRZ62akytW4nvr3G3EWJozJmSXKbw1BRnEFSqi4A7VuyXen9v,nan,0,0,CunHsV,0.313963696,22746.0581,CunHsV,21649.28166,0.298785304,db_only,TRUE,-0.015178392,0.048218308,,,,,
377264584,32TBEFbRvbkYG56eVGWQraqgrMjR7H2QC5uKd3EPmDEoBy9GdXfwHQti2qpjDfwD224J6ABZnkm56QXadcmZDqU7,nan,0,0,4VDUEcMzJAyQ3yxW26EG6k27Tg3b4EzqGa6TG8gbQrKi6otrUyxQbFQzGQJKuY2L2qmEnzZW2Ah2GAKvhsaJ1Sdk,nan,0,0,4cKeNb,0.725669936,51651.82364,4cKeNb,51556.40031,0.724195583,db_only,TRUE,-0.001474353,0.001847434,,,,,
377264598,4ELnMmpaQ6M1WBRPPDHoBSdQSiKeViH9TRvxkqxpYbvCCv54xsj2YXdbwbRCuSrcJP6xcYTfrYDHk3ySZo1P7J4k,nan,0,0,57koGShLS1MNCJTMoTM76B1vMMnUUNqRCuLcygAZNgQn9hwBbiMy6JvLZ7KaKnKbnBsbkCg2FfNzbySysmjWXEGK,nan,0,0,3Ewcbw,0.37159243,5209303.788,3Ewcbw,5209303.788,0.160476801,db_only,TRUE,-0.211115629,2.29E-14,,,,,
377264610,3nJrBGMhz3hx2ucAukG2vcvcgHbq3BUcvLVj9dnzJWwMoYBqG5eVhKvrkSxZwYQ73J6bfmsbdBhCGTJ3LbirH3RT,nan,0,0,4vYeuVdFgKtcND8CNTKMETiR9NwRcwVdSFTttn4QsyV3DNnk1cf2jQbefxiGukmhFiAcmm5ANgUWG7QYR58sAhLt,nan,0,0,D9qeBi,31999.19331,0.545498948,D9qeBi,0.524355632,30878.61375,db_only,TRUE,-1120.57955,0.038759591,,,,,
377264613,3FJ2hExAnY69WaMH4ZjGkpaFA4cczcKyc58uwTfQAx3TnxEWwj1qBCRgw7HN2CfVjSwoy6paizED7uLbVRr9eHq8,nan,0,0,pJy3X8qcKLxHTPzJWvvUx1jCogwZmbVpeeHrk3CnHwbBE9v1AoQH4hRnL8CVoP796rjmkx3NjDVrDFNK63UAgkp,nan,0,0,2Qju1P,16.82568499,0.000985055,2Qju1P,0.00099,16.825691,db_only,TRUE,6.01E-06,0.004994949,,,,,
377264613,42bLczMFKeBmeBSQbd7woPFMWWBrVr9zyxsAiCWFPSEmu4ew3Mu2gwy7Ca1QQJTUA3HsiyKSckhFryfUP7DRyrq6,nan,0,0,36p6EKqs3CCcfd4wFyHgQps7qqAq67K4xGsvKdwJ4C46GYrHMyUBVgNvUeHqBFigeNdtm5Rk2QQxbgnyJePRr6jk,nan,0,0,9DWvnx,16.825691,0.000985056,9DWvnx,0.00099,16.825672,db_only,TRUE,-1.90E-05,0.00499394,,,,,
377264613,53wKw4sJoqB7vfoPkdx2rBrzb5rCjK1z6B3GesRkmXH91cNicDWYbJ1kwsUFqMVpMwzvgNcz8ecRPNSfPHvx2DMU,nan,0,0,CvbCcC1b575d8miUDhpWTDpAddDHA6y3uPYb3QDxkmovKoN5hjM4CjeMjH7X7Z13k86G8uvGzgWsghGRKg5kBbF,nan,0,0,9xVpbD,16.82566601,0.000985054,9xVpbD,0.00099,16.825698,db_only,TRUE,3.20E-05,0.00499596,,,,,
